Name,Summary,Average Runtime,End Date,Premiere Date,Genres,Type,Language,Network,Rating
That '70s Show,"Crank up the 8-track and flash back to a time when platform shoes and puka shells were all the rage in this hilarious retro-sitcom. For Eric, Kelso, Jackie, Hyde, Donna and Fez, a group of high school teens who spend most of their time hanging out in Eric's basement, life in the ‘70s isn't always so groovy. But between trying to figure out the meaning of life, avoiding their parents, and dealing with out-of-control hormones, they've learned one thing for sure: they'll always get by with a little help from their friends.",30,23-08-1998,18-05-2006,['Comedy'],Scripted,English,FOX,8
Moone Boy,"Chris O'Dowd brings his childhood to life in Moone Boy. In Boyle, Ireland, in 1989, 11-year-old Martin Moone has a somewhat unusual friend.",30,14-09-2012,2015-06-04 00:00:00,['Comedy'],Scripted,English,Sky Showcase,8
Raising Hope,"At 23 years old, Jimmy Chance is going nowhere in life. He skims pools for a living, parties every night and still lives at home with his family, including his parents and his cousin, Mike. Jimmy's life takes a drastic turn when a chance romantic encounter with Lucy goes awry once he discovers she is a wanted felon. Months later, when Jimmy pays a visit to the local prison, he discovers Lucy gave birth to their baby, who he is now charged with raising.",30,21-09-2010,2014-04-04 00:00:00,"['Comedy', 'Family']",Scripted,English,FOX,8
The Legend of Korra,Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.,30,14-04-2012,19-12-2014,"['Action', 'Adventure', 'Fantasy']",Animation,English,Nickelodeon,8
Third Watch,"The exploits of a group of men and women who serve the City of New York as police officers, firemen, and paramedics in the fictional 55th Precinct.",60,23-09-1999,2005-06-05 00:00:00,"['Drama', 'Crime', 'Medical']",Scripted,English,NBC,8
Allo 'Allo!,"In this spoof of World War II, René Artois runs a café in German-occupied France. He always seems to have his hands full: He's having affairs with most of his waitresses, he's keeping his wife happy, he's trying to please the German soldiers who frequent his café, and he's running a major underground operation for the Resistance.",30,30-12-1982,14-12-1992,"['Comedy', 'War']",Scripted,English,BBC One,8
TURN: Washington's Spies,"Turn: Washington's Spies takes viewers into the stirring and treacherous world of the Revolutionary War and introduces Abraham Woodhull who, after aligning with a group of childhood friends, forms the Culper Ring--America's first spy ring.",60,2014-06-04 00:00:00,2017-12-08 00:00:00,"['Drama', 'War']",Scripted,English,AMC,8
Wire in the Blood,"Wire in the Blood is a British crime drama television series. The series is based on characters created by <i>Val McDermid</i>, including a university clinical psychologist, <i>Dr Anthony ""Tony"" Valentine Hill</i> (played by <i>Robson Green</i>), who is able to tap into his own dark side to get inside the heads of serial killers. Working with detectives, Hill takes on tough and seemingly impenetrable cases in an attempt to track down the killers before they strike again.",60,14-11-2002,31-10-2008,['Drama'],Scripted,English,ITV1,8
Flight of the Conchords,"Flight of the Conchords follows the trials and tribulations of a two man, digi-folk band from New Zealand as they try to make a name for themselves in their adopted home of New York City. The band is made up of Bret McKenzie on guitar and vocals, and Jemaine Clement on guitar and vocals. Bret and Jemaine have moved to New York in the hope of forging a successful music career. So far they've managed to find a manager (whose ""other"" job is at the New Zealand Consulate), one fan (a married obsessive) and one friend (who owns the local pawn shop) -- but not much else.",27,17-06-2007,22-03-2009,"['Comedy', 'Music']",Scripted,English,HBO,8
Doc Martin,Successful surgeon Dr Martin Ellingham relocates to the seaside village of Portwenn in Cornwall; but his gruff demeanour and poor bedside manner bring him into conflict with the locals as he begins his new life as a GP.,60,2004-02-09 00:00:00,25-12-2022,"['Drama', 'Comedy', 'Medical']",Scripted,English,ITV1,8
Rectify,Rectify is a haunting story of a man released from prison after spending nearly two decades on death row.,62,22-04-2013,14-12-2016,"['Drama', 'Crime']",Scripted,English,SundanceTV,8
Da Vinci's Demons,"In a world where thought and faith are controlled, one man fights to set knowledge free. Leonardo da Vinci is tortured by a gift of superhuman genius. He finds himself in a conflict between truth and lies, religion and reason, past and future. His aspirations are used against him by opposing forces – luring him into a game of seduction where those who despise his intellect need him most.His quest for knowledge nearly becomes his undoing, but da Vinci's genius prevails and he emerges as an unstoppable force that lifts an entire era out of darkness and propels it into light. His story becomes a mirror into our own world, calling us all to join his fight to free the future.",60,2013-12-04 00:00:00,24-10-2015,"['Drama', 'Horror']",Scripted,English,,8
Good Eats,"Pop culture, comedy and plain good eating: host Alton Brown explores the origins of ingredients, decodes culinary customs, and presents food and equipment trends. Punctuated by unusual interludes, simple preparations and unconventional discussions, he'll bring you food in its finest and funniest form.",57,1999-07-07 00:00:00,,['Food'],Documentary,English,Food Network,8
Rubicon,"Rubicon is a conspiracy thriller set in a NYC-based government intelligence agency, API, where nothing is what it seems. The series focuses on a beleaguered analyst, Will Travers, who, faced with a shocking tragedy, begins to uncover clues that point to a complex and sinister conspiracy.",60,13-06-2010,17-10-2010,"['Drama', 'Thriller', 'Espionage']",Scripted,English,AMC,8
Garth Marenghi's Darkplace,"Garth Marenghi's Darkplace is the brainchild of celebrated horror writer and self-styled ""fabulist"" Garth Marenghi, author of such genre classics as Afterbirth (a mutated placenta attacks Bristol) and Crab! (""One of the three best horror books about crabs I've ever read"" - Hard Gore Magazine). Back in the 1980s, he branched out into television production, writing and starring in a series so radical, so scary and so downright crazy that when the bosses of Channel 4 saw what they had on their hands, they ran away screaming, like little girls. Only now, twenty years on and amid the worst programming drought in television history, have the station finally allowed the show on the air. Intercut with new interviews with Marenghi himself and his co-stars Dean Learner and Todd Rivers, Garth Marenghi's Darkplace is perhaps the most disturbing vision of hospital life ever broadcast.",25,29-01-2004,2004-04-03 00:00:00,"['Comedy', 'Horror', 'Science-Fiction']",Scripted,English,Channel 4,8
Olive Kitteridge,"Based on Elizabeth Strout's Pulitzer Prize-winning novel of the same name, Olive Kitteridge tells the poignantly sweet, acerbically funny and devastatingly tragic story of a seemingly placid New England town wrought with illicit affairs, crime and tragedy, told through the lens of a woman whose wicked wit and harsh demeanor mask a warm but troubled heart and a staunch moral center.",60,2014-02-11 00:00:00,2014-03-11 00:00:00,['Drama'],Scripted,English,HBO,8
Kingdom,"Kingdom is a raw family drama set against the world of Mixed Martial Arts (MMA) in Venice, California. Alvey Kulina owns Navy St. MMA with the help of his girlfriend Lisa Prince. He is willing to go through extraordinary means to make sure his fighters are taken care of, but all of this responsibility comes at a steep price. He has complicated relationships with both of his sons, Jay and Nate, who are both struggling with their own identities and places within Alvey's life and gym.",60,2014-08-10 00:00:00,2017-02-08 00:00:00,"['Drama', 'Family', 'Sports']",Scripted,English,Audience Network,8
"Dr. Oakley, Yukon Vet","In the frozen Yukon Territory in Northern Canada, you've got to be hearty and tough. You've got to expect solitude across frigid, remote landscapes with freezing temperatures, but even in the desolate wilderness you need a vet to help your ailing wiener dog. Enter Dr. Oakley, Yukon Vet, that follows the experienced Dr. Michelle Oakley, veterinarian, as she makes house calls across thousands of square miles in the Yukon. Helping many species of animals, including an angry muskox, a caribou with a tumor, a defensive mama lynx, and a grey owl with an amputated wing. Accompanied by her teenage daughters and armed with humor as sharp as a scalpel, Dr. Oakley deftly juggles being a full-time veterinarian, wife and mom while taking us into the isolated regions of the Yukon.",60,2014-12-04 00:00:00,,[],Reality,English,National Geographic Wild,8
